Date,system:index,NDVI,EVI,Temp_K,Precip_m,Solar_J
2022-01-01,0_000000000000000007ce,0.3711519423050419,0.2794253080252152,273.42603404351905,0.06805964861559426,1941430.1316230847
2022-01-01,0_000000000000000007c8,0.4229473843814707,0.3009349026500697,272.7594105106063,0.08210543880333343,1937764.7755656398
2022-01-01,0_00000000000000000079,0.36992976278367706,0.22788522278469614,271.77929347613366,0.05913223175505667,1898397.3837588376
2022-01-01,0_000000000000000007a3,0.38261400992914824,0.2730309012950222,273.0238072957902,0.07428396890541485,2080132.7245268142
2022-01-01,0_00000000000000000989,0.26677444831787667,0.1687882136129901,277.3284931687369,0.013017188766903613,2236038.383731444
2022-01-01,0_000000000000000007b2,0.3018761673232556,0.20930926109513528,274.9526464852547,0.1347402878566062,2073307.0261196028
2022-01-01,0_000000000000000007c7,0.3807361587869487,0.27764596729904206,274.3555077044574,0.07341762177243155,1945501.8970342358
2022-01-01,0_000000000000000007ae,0.3028671398096264,0.22532174338238736,274.10917309389964,0.09410044714543997,1989295.8699667992
2022-01-01,0_000000000000000000c8,0.5177641453036123,0.3786415416529627,271.8200142516612,0.054548851592615764,1914547.3358934168
2022-01-01,0_000000000000000007af,0.29193743644677844,0.17911032090527046,275.76372832185484,0.09511819063543456,2142741.812903226
2022-01-01,0_00000000000000000253,0.2604725375125438,0.17551393516959088,276.9867914072673,0.014861724903104273,2183567.849455645
2022-01-01,0_000000000000000009e0,0.30735480638768947,0.20117527766150012,277.10298451278214,0.01609363500274713,2230347.532354926
2022-01-01,0_000000000000000000d8,0.19949739657721788,0.21920049149365156,270.5220395208639,0.06012621617601687,1840450.8916990163
2022-01-01,0_000000000000000007ba,0.3042887247521935,0.1929696586728155,277.16238823597564,0.080877979865154,2228644.994223485
2022-01-01,0_000000000000000005ad,-0.012810145065014145,-0.08862314838829506,270.23477322565026,0.15383970845481837,1535675.5523627074
2022-01-01,0_000000000000000000da,0.06835474537277691,0.15649819524123065,269.8873158411724,0.07653989872472401,1681053.1815586416
2022-01-01,0_000000000000000000bd,0.1705850215337639,0.20645553335240385,269.7005236040908,0.08551832909761682,1617185.9551504627
2022-01-01,0_000000000000000009a9,0.24639688165950852,0.13702198139815744,279.3272244931445,0.07525315308742907,2455750.8362482856
2022-01-01,0_00000000000000000978,0.15781761656999432,0.14719349343898253,274.1319156067919,0.021788761189227353,2111337.793358446
2022-01-01,0_000000000000000009ca,0.1335463030939954,0.17189352642007472,274.6945917489223,0.026804285389303153,2043203.3532422082
2022-01-01,0_000000000000000001de,0.3696691477773548,0.2312435015294051,274.6272219036865,0.07947906732335108,1979030.256286667
2022-01-01,0_00000000000000000271,0.29306208216321733,0.1727449171614083,277.9559618917791,0.07338683377089741,2288297.9105863194
2022-01-01,0_000000000000000007d7,0.21421187764316074,0.18148873030051133,274.21397451589604,0.11965472439301268,2036961.2042634108
2022-01-01,0_000000000000000000a5,0.35072277621033154,0.23666506216054278,269.73226627996445,0.10208517577368102,1555529.1563884597
2022-01-01,0_0000000000000000007b,0.3899174989391644,0.267248343117751,271.0479204938614,0.05430293211524091,1884912.6614469578
2022-01-01,0_000000000000000000d6,0.26573421774124245,0.18028058680183565,268.8893907177674,0.10495152369306199,1467764.0095274781
2022-01-01,0_000000000000000007a5,0.3618979557779465,0.20928887176585553,275.337029056001,0.1112809862621455,2048869.5291364493
2022-01-01,0_000000000000000007d2,0.5148885790219336,0.3270871093144311,277.34793645160954,0.1700730884054088,2165608.0503523033
2022-01-01,0_000000000000000005cd,-0.013176513854624624,-0.18910935322226852,270.3608474578548,0.15400430108279864,1459973.0801433283
2022-01-01,0_000000000000000000c3,0.3510190596510875,0.23230179445893545,270.2207463734156,0.07638921167249826,1789759.3492894059
2022-01-01,0_00000000000000000093,0.2069366934594081,0.21416277475047948,270.7045182038938,0.06157709056024915,1818942.3960345276
2022-01-01,0_000000000000000000d2,0.3548625397136284,0.23555926433504662,270.43281884951017,0.07384679385731552,1737774.2079439254
2022-01-01,0_000000000000000005c4,0.007179090476018297,0.010799925243287278,271.08724463974056,0.10261827888062092,1588341.7284000516
2022-01-01,0_000000000000000000a1,0.011454503960219619,0.0337106712646133,266.21592609605375,0.1530193158794253,1037596.3294672236
2022-01-01,0_0000000000000000098d,0.19725496217545094,0.13865301780134995,278.7964125590507,0.07937538799198346,2433180.226263661
2022-01-01,0_000000000000000009e2,0.30793002072099185,0.1840565407218014,279.89512331375226,0.09490583951053254,2503528.254566777
2022-01-01,0_000000000000000007d1,0.2281646383993191,0.15332836520086612,273.8749591270707,0.047225293168026726,1894519.2075000005
2022-01-01,0_0000000000000000007a,0.2335615668294221,0.17228930198304376,270.8742161484934,0.06524888177998453,1804288.9088334627
2022-01-01,0_000000000000000007d5,0.32632853256751604,0.19674612016622703,272.78940895506435,0.06478912726551729,1874034.9701290154
2022-01-01,0_000000000000000007ac,0.2070644002250874,0.1458567474687351,272.81185758199797,0.052987549196571296,2069724.9952249404
2022-01-01,0_000000000000000007b3,0.2933103155658433,0.19259915424167356,273.6047808220273,0.06623078191850998,2036320.1133333333
2022-01-01,0_000000000000000000a2,0.048397340598018174,0.03237272691670309,267.78197088040747,0.2042633176407663,953926.9935220854
